CNKEY;CN_CODE;LEVEL;NAME_FR
010500000080;0105;3;Coqs, poules, canards, oies, dindons, dindes et pintades, vivants, des espèces domestiques
010511000010;;4; d'un poids n'excédant pas 185 g
010511000080;0105 11;5; Volailles de l'espèce Gallus domesticus
010511110010;;6; Poussins femelles de sélection et de multiplication
010511110080;0105 11 11;7; de race de ponte
010511190080;0105 11 19;7; autres
010511910010;;6; autres
010511910080;0105 11 91;7; de race de ponte
010511990080;0105 11 99;7; autres
010512000080;0105 12 00;5; Dindes et dindons
010513000080;0105 13 00;5; Canards
010514000080;0105 14 00;5; Oies
010515000080;0105 15 00;5; Pintades
010594000010;;4; autres
010594000080;0105 94 00;5; Volailles de l'espèce Gallus domesticus
010599000080;0105 99;5; autres
010599100080;0105 99 10;6; Canards
010599200080;0105 99 20;6; Oies
010599300080;0105 99 30;6; Dindes et dindons
010599500080;0105 99 50;6; Pintades
010600000080;0106;3;Autres animaux vivants
010611000010;;4; Mammifères
010611000080;0106 11 00;5; Primates
010612000080;0106 12 00;5;" Baleines, dauphins et marsouins (mammifères de l’ordre Cetacea); lamantins et dugongs (mammifères de l’ordre Sirenia); otaries et phoques, lions de mer et morses (mammifères du sousordre Pinnipedia)"
010613000080;0106 13 00;5; Chameaux et autres camélidés (Camelidae)
010614000080;0106 14;5; Lapins et lièvres
010614100080;0106 14 10;6; Lapins domestiques
010614900080;0106 14 90;6; autres
010619000080;0106 19 00;5; autres
010620000080;0106 20 00;4; Reptiles (y compris les serpents et les tortues de mer)
010631000010;;4; Oiseaux
010631000080;0106 31 00;5; Oiseaux de proie
010632000080;0106 32 00;5; Psittaciformes (y compris les perroquets, perruches, aras et cacatoès)
010633000080;0106 33 00;5;" Autruches; émeus (Dromaius novaehollandiae)."
010639000080;0106 39;5; autres
010639100080;0106 39 10;6; Pigeons
010639800080;0106 39 80;6; autres
010641000010;;4; Insectes 
010641000080;0106 41 00;5; Abeilles
010649000080;0106 49 00;5; Autres
010690000080;0106 90 00;4; autres
020021000090;02;2;CHAPITRE 2  VIANDES ET ABATS COMESTIBLES
020100000080;0201;3;Viandes des animaux de l'espèce bovine, fraîches ou réfrigérées
020110000080;0201 10 00;4; en carcasses ou demicarcasses
020120000080;0201 20;4; autres morceaux non désossés
020120200080;0201 20 20;5; Quartiers dits « compensés »
020120300080;0201 20 30;5; Quartiers avant attenants ou séparés
020120500080;0201 20 50;5; Quartiers arrière attenants ou séparés
020120900080;0201 20 90;5; autres
020130000080;0201 30 00;4; désossées
020200000080;0202;3;Viandes des animaux de l'espèce bovine, congelées
020210000080;0202 10 00;4; en carcasses ou demicarcasses
020220000080;0202 20;4; autres morceaux non désossés
020220100080;0202 20 10;5; Quartiers dits « compensés »
020220300080;0202 20 30;5; Quartiers avant attenants ou séparés
020220500080;0202 20 50;5; Quartiers arrière attenants ou séparés
020220900080;0202 20 90;5; autres
020230000080;0202 30;4; désossées
020230100080;0202 30 10;5;" Quartiers avant, entiers ou découpés en cinq morceaux au maximum, chaque quartier avant étant présenté en un seul bloc de congélation; quartiers dits « compensés » présentés en deux blocs de congélation contenant, l'un, le quartier avant entier ou découpé en cinq morceaux au maximum, et l'autre, le quartier arrière, à l'exclusion du filet, en un seul morceau"
020230500080;0202 30 50;5; Découpes de quartiers avant et de poitrines dites « australiennes »
020230900080;0202 30 90;5; autres
020300000080;0203;3;Viandes des animaux de l'espèce porcine, fraîches, réfrigérées ou congelées
020311000010;;4; fraîches ou réfrigérées
020311000080;0203 11;5; en carcasses ou demicarcasses
020311100080;0203 11 10;6; des animaux de l'espèce porcine domestique
020311900080;0203 11 90;6; autres
020312000080;0203 12;5; Jambons, épaules et leurs morceaux, non désossés
020312110010;;6; des animaux de l'espèce porcine domestique
020312110080;0203 12 11;7; Jambons et morceaux de jambons
020312190080;0203 12 19;7; Épaules et morceaux d'épaules
020312900080;0203 12 90;6; autres
020319000080;0203 19;5; autres
020319110010;;6; des animaux de l'espèce porcine domestique
020319110080;0203 19 11;7; Parties avant et morceaux de parties avant
020319130080;0203 19 13;7; Longes et morceaux de longes
020319150080;0203 19 15;7; Poitrines (entrelardées) et morceaux de poitrines
020319550010;;7; autres
020319550080;0203 19 55;8; désossées
020319590080;0203 19 59;8; autres
020319900080;0203 19 90;6; autres
020321000010;;4; congelées
020321000080;0203 21;5; en carcasses ou demicarcasses
020321100080;0203 21 10;6; des animaux de l'espèce porcine domestique
020321900080;0203 21 90;6; autres
020322000080;0203 22;5; Jambons, épaules et leurs morceaux, non désossés
020322110010;;6; des animaux de l'espèce porcine domestique
020322110080;0203 22 11;7; Jambons et morceaux de jambons
020322190080;0203 22 19;7; Épaules et morceaux d'épaules
020322900080;0203 22 90;6; autres
020329000080;0203 29;5; autres
020329110010;;6; des animaux de l'espèce porcine domestique
020329110080;0203 29 11;7; Parties avant et morceaux de parties avant
020329130080;0203 29 13;7; Longes et morceaux de longes
020329150080;0203 29 15;7; Poitrines (entrelardées) et morceaux de poitrines
020329550010;;7; autres
020329550080;0203 29 55;8; désossées
020329590080;0203 29 59;8; autres
020329900080;0203 29 90;6; autres
020400000080;0204;3;Viandes des animaux des espèces ovine ou caprine, fraîches, réfrigérées ou congelées
020410000080;0204 10 00;4; Carcasses et demicarcasses d'agneau, fraîches ou réfrigérées
020421000010;;4; autres viandes des animaux de l'espèce ovine, fraîches ou réfrigérées
020421000080;0204 21 00;5; en carcasses ou demicarcasses
020422000080;0204 22;5; en autres morceaux non désossés
020422100080;0204 22 10;6; Casque ou demicasque
020422300080;0204 22 30;6; Carré et/ou selle ou demicarré et/ou demiselle
020422500080;0204 22 50;6; Culotte ou demiculotte
020422900080;0204 22 90;6; autres
020423000080;0204 23 00;5; désossées
020430000080;0204 30 00;4; Carcasses et demicarcasses d'agneau, congelées
020441000010;;4; autres viandes des animaux de l'espèce ovine, congelées
020441000080;0204 41 00;5; en carcasses ou demicarcasses
020442000080;0204 42;5; en autres morceaux non désossés
020442100080;0204 42 10;6; Casque ou demicasque
020442300080;0204 42 30;6; Carré et/ou selle ou demicarré et/ou demiselle
020442500080;0204 42 50;6; Culotte ou demiculotte
020442900080;0204 42 90;6; autres
020443000080;0204 43;5; désossées
020443100080;0204 43 10;6; d'agneau
020443900080;0204 43 90;6; autres
020450000080;0204 50;4; Viandes des animaux de l'espèce caprine
020450110010;;5; fraîches ou réfrigérées
020450110080;0204 50 11;6; Carcasses ou demicarcasses
020450130080;0204 50 13;6; Casque ou demicasque
020450150080;0204 50 15;6; Carré et/ou selle ou demicarré et/ou demiselle
020450190080;0204 50 19;6; Culotte ou demiculotte
020450310010;;6; autres
020450310080;0204 50 31;7; Morceaux non désossés
020450390080;0204 50 39;7; Morceaux désossés
020450510010;;5; congelées
020450510080;0204 50 51;6; Carcasses ou demicarcasses
020450530080;0204 50 53;6; Casque ou demicasque
020450550080;0204 50 55;6; Carré et/ou selle ou demicarré et/ou demiselle
020450590080;0204 50 59;6; Culotte ou demiculotte
020450710010;;6; autres
020450710080;0204 50 71;7; Morceaux non désossés
020450790080;0204 50 79;7; Morceaux désossés
020500000080;0205 00;3;Viandes des animaux des espèces chevaline, asine ou mulassière, fraîches, réfrigérées ou congelées
020500200080;0205 00 20;4; fraîches ou réfrigérées
020500800080;0205 00 80;4; congelées
020600000080;0206;3;Abats comestibles des animaux des espèces bovine, porcine, ovine, caprine, chevaline, asine ou mulassière, frais, réfrigérés ou congelés
020610000080;0206 10;4; de l'espèce bovine, frais ou réfrigérés
020610100080;0206 10 10;5; destinés à la fabrication de produits pharmaceutiques
020610950010;;5; autres
020610950080;0206 10 95;6; Onglets et hampes
020610980080;0206 10 98;6; autres
020621000010;;4; de l'espèce bovine, congelés
020621000080;0206 21 00;5; Langues
020622000080;0206 22 00;5; Foies
020629000080;0206 29;5; autres
020629100080;0206 29 10;6; destinés à la fabrication de produits pharmaceutiques
020629910010;;6; autres
020629910080;0206 29 91;7; Onglets et hampes
020629990080;0206 29 99;7; autres
020630000080;0206 30 00;4; de l'espèce porcine, frais ou réfrigérés
020641000010;;4; de l'espèce porcine, congelés
020641000080;0206 41 00;5; Foies
020649000080;0206 49 00;5; autres
020680000080;0206 80;4; autres, frais ou réfrigérés
020680100080;0206 80 10;5; destinés à la fabrication de produits pharmaceutiques
020680910010;;5; autres
020680910080;0206 80 91;6; des espèces chevaline, asine ou mulassière
020680990080;0206 80 99;6; des espèces ovine ou caprine
020690000080;0206 90;4; autres, congelés
020690100080;0206 90 10;5; destinés à la fabrication de produits pharmaceutiques
020690910010;;5; autres
020690910080;0206 90 91;6; des espèces chevaline, asine ou mulassière
020690990080;0206 90 99;6; des espèces ovine ou caprine
020700000080;0207;3;Viandes et abats comestibles, frais, réfrigérés ou congelés, des volailles du no 0105
020711000010;;4; de volailles de l'espèce Gallus domesticus
020711000080;0207 11;5; non découpés en morceaux, frais ou réfrigérés
020711100080;0207 11 10;6; présentés plumés, sans boyaux, avec la tête et les pattes, dénommés « poulets 83 % »
020711300080;0207 11 30;6; présentés plumés, vidés, sans la tête ni les pattes, mais avec le cou, le cœur, le foie et le gésier, dénommés « poulets 70 % »
020711900080;0207 11 90;6; présentés plumés, vidés, sans la tête ni les pattes et sans le cou, le cœur, le foie et le gésier, dénommés « poulets 65 % », ou autrement présentés
020712000080;0207 12;5; non découpés en morceaux, congelés
020712100080;0207 12 10;6; présentés plumés, vidés, sans la tête ni les pattes, mais avec le cou, le cœur, le foie et le gésier, dénommés « poulets 70 % »
020712900080;0207 12 90;6; présentés plumés, vidés, sans la tête ni les pattes et sans le cou, le cœur, le foie et le gésier, dénommés « poulets 65 % », ou autrement présentés
020713000080;0207 13;5; Morceaux et abats, frais ou réfrigérés
020713100010;;6; Morceaux
020713100080;0207 13 10;7; désossés
020713200010;;7; non désossés
020713200080;0207 13 20;8; Demis ou quarts
020713300080;0207 13 30;8; Ailes entières, même sans la pointe
020713400080;0207 13 40;8; Dos, cous, dos avec cous, croupions, pointes d'ailes
020713500080;0207 13 50;8; Poitrines et morceaux de poitrines
020713600080;0207 13 60;8; Cuisses et morceaux de cuisses
020713700080;0207 13 70;8; autres
020713910010;;6; Abats
020713910080;0207 13 91;7; Foies
020713990080;0207 13 99;7; autres
020714000080;0207 14;5; Morceaux et abats, congelés
020714100010;;6; Morceaux
020714100080;0207 14 10;7; désossés
020714200010;;7; non désossés
020714200080;0207 14 20;8; Demis ou quarts
020714300080;0207 14 30;8; Ailes entières, même sans la pointe
020714400080;0207 14 40;8; Dos, cous, dos avec cous, croupions, pointes d'ailes
020714500080;0207 14 50;8; Poitrines et morceaux de poitrines
020714600080;0207 14 60;8; Cuisses et morceaux de cuisses
020714700080;0207 14 70;8; autres
020714910010;;6; Abats
020714910080;0207 14 91;7; Foies
020714990080;0207 14 99;7; autres
020724000010;;4; de dindes et dindons
020724000080;0207 24;5; non découpés en morceaux, frais ou réfrigérés
020724100080;0207 24 10;6; présentés plumés, vidés, sans la tête ni les pattes, avec le cou, le cœur, le foie et le gésier, dénommés « dindes 80 % »
020724900080;0207 24 90;6; présentés plumés, vidés, sans la tête ni le cou, sans les pattes, le cœur, le foie et le gésier, dénommés « dindes 73 % », ou autrement présentés
020725000080;0207 25;5; non découpés en morceaux, congelés
020725100080;0207 25 10;6; présentés plumés, vidés, sans la tête ni les pattes, avec le cou, le cœur, le foie et le gésier, dénommés « dindes 80 % »
020725900080;0207 25 90;6; présentés plumés, vidés, sans la tête ni le cou, sans les pattes, le cœur, le foie et le gésier, dénommés « dindes 73 % », ou autrement présentés
020726000080;0207 26;5; Morceaux et abats, frais ou réfrigérés
020726100010;;6; Morceaux
020726100080;0207 26 10;7; désossés
020726200010;;7; non désossés
020726200080;0207 26 20;8; Demis ou quarts
020726300080;0207 26 30;8; Ailes entières, même sans la pointe
020726400080;0207 26 40;8; Dos, cous, dos avec cous, croupions, pointes d'ailes
020726500080;0207 26 50;8; Poitrines et morceaux de poitrines
020726600010;;8; Cuisses et morceaux de cuisses
020726600080;0207 26 60;9; Pilons et morceaux de pilons
020726700080;0207 26 70;9; autres
020726800080;0207 26 80;8; autres
020726910010;;6; Abats
020726910080;0207 26 91;7; Foies
020726990080;0207 26 99;7; autres
020727000080;0207 27;5; Morceaux et abats, congelés
020727100010;;6; Morceaux
020727100080;0207 27 10;7; désossés
020727200010;;7; non désossés
020727200080;0207 27 20;8; Demis ou quarts
020727300080;0207 27 30;8; Ailes entières, même sans la pointe
020727400080;0207 27 40;8; Dos, cous, dos avec cous, croupions, pointes d'ailes
020727500080;0207 27 50;8; Poitrines et morceaux de poitrines
020727600010;;8; Cuisses et morceaux de cuisses
020727600080;0207 27 60;9; Pilons et morceaux de pilons
020727700080;0207 27 70;9; autres
020727800080;0207 27 80;8; autres
020727910010;;6; Abats
020727910080;0207 27 91;7; Foies
020727990080;0207 27 99;7; autres
020741000010;;4; de canards
020741000080;0207 41;5; non découpés en morceaux, frais ou réfrigérés
020741200080;0207 41 20;6; présentés plumés, saignés, sans boyaux mais non vidés, avec la tête et les pattes, dénommés « canards 85 % »
020741300080;0207 41 30;6; présentés plumés, vidés, sans la tête ni les pattes, avec le cou, le cœur, le foie et le gésier, dénommés « canards 70 % »
020741800080;0207 41 80;6; présentés plumés, vidés, sans la tête ni les pattes et sans le cou, le cœur, le foie et le gésier, dénommés « canards 63 % », ou autrement présentés
020742000080;0207 42;5; non découpés en morceaux, congelés
020742300080;0207 42 30;6; présentés plumés, vidés, sans la tête ni les pattes, avec le cou, le cœur, le foie et le gésier, dénommés « canards 70 % »
020742800080;0207 42 80;6; présentés plumés, vidés, sans la tête ni les pattes et sans le cou, le cœur, le foie et le gésier, dénommés « canards 63 % », ou autrement présentés
020743000080;0207 43 00;5; Foies gras, frais ou réfrigérés
020744000080;0207 44;5; autres, frais ou réfrigérés
020744100010;;6; Morceaux
020744100080;0207 44 10;7; désossés
020744210010;;7; non désossés
020744210080;0207 44 21;8; Demis ou quarts
020744310080;0207 44 31;8; Ailes entières, même sans la pointe
020744410080;0207 44 41;8; Dos, cous, dos avec cous, croupions, pointes d'ailes
020744510080;0207 44 51;8; Poitrines et morceaux de poitrines
020744610080;0207 44 61;8; Cuisses et morceaux de cuisses
020744710080;0207 44 71;8; Paletots
020744810080;0207 44 81;8; autres
020744910010;;6; Abats
020744910080;0207 44 91;7; Foies, autres que les foies gras
020744990080;0207 44 99;7; autres
020745000080;0207 45;5; autres, congelés
020745100010;;6; Morceaux
020745100080;0207 45 10;7; désossés
020745210010;;7; non désossés
020745210080;0207 45 21;8; Demis ou quarts
020745310080;0207 45 31;8; Ailes entières, même sans la pointe
020745410080;0207 45 41;8; Dos, cous, dos avec cous, croupions, pointes d'ailes
020745510080;0207 45 51;8; Poitrines et morceaux de poitrines
020745610080;0207 45 61;8; Cuisses et morceaux de cuisses
020745710080;0207 45 71;8; Paletots
020745810080;0207 45 81;8; autres
020745930010;;6; Abats
020745930020;;7; Foies
020745930080;0207 45 93;8; Foies gras
020745950080;0207 45 95;8; autres
020745990080;0207 45 99;7; autres
020751000010;;4; d'oies
020751000080;0207 51;5; non découpés en morceaux, frais ou réfrigérés
020751100080;0207 51 10;6; présentées plumées, saignées, non vidées, avec la tête et les pattes, dénommées « oies 82 % »
020751900080;0207 51 90;6; présentées plumées, vidées, sans la tête ni les pattes, avec ou sans le cœur et le gésier, dénommées « oies 75 % », ou autrement présentées
020752000080;0207 52;5; non découpés en morceaux, congelés
020752100080;0207 52 10;6; présentées plumées, saignées, non vidées, avec la tête et les pattes, dénommées « oies 82 % »
020752900080;0207 52 90;6; présentées plumées, vidées, sans la tête ni les pattes, avec ou sans le cœur et le gésier, dénommées « oies 75 % », ou autrement présentées
020753000080;0207 53 00;5; Foies gras, frais ou réfrigérés
020754000080;0207 54;5; autres, frais ou réfrigérés
020754100010;;6; Morceaux
020754100080;0207 54 10;7; désossés
020754210010;;7; non désossés
020754210080;0207 54 21;8; Demis ou quarts
020754310080;0207 54 31;8; Ailes entières, même sans la pointe
020754410080;0207 54 41;8; Dos, cous, dos avec cous, croupions, pointes d'ailes
020754510080;0207 54 51;8; Poitrines et morceaux de poitrines
020754610080;0207 54 61;8; Cuisses et morceaux de cuisses
020754710080;0207 54 71;8; Paletots
020754810080;0207 54 81;8; autres
020754910010;;6; Abats
020754910080;0207 54 91;7; Foies, autres que les foies gras
020754990080;0207 54 99;7; autres
020755000080;0207 55;5; autres, congelés
020755100010;;6; Morceaux
020755100080;0207 55 10;7; désossés
020755210010;;7; non désossés
020755210080;0207 55 21;8; Demis ou quarts
020755310080;0207 55 31;8; Ailes entières, même sans la pointe
020755410080;0207 55 41;8; Dos, cous, dos avec cous, croupions, pointes d'ailes
020755510080;0207 55 51;8; Poitrines et morceaux de poitrines
020755610080;0207 55 61;8; Cuisses et morceaux de cuisses
020755710080;0207 55 71;8; Paletots
020755810080;0207 55 81;8; autres
020755930010;;6; Abats
020755930020;;7; Foies
020755930080;0207 55 93;8; Foies gras
020755950080;0207 55 95;8; autres
020755990080;0207 55 99;7; autres
020760000080;0207 60;4; de pintades
020760050080;0207 60 05;5; non découpés en morceaux, frais, réfrigérés ou congelés
020760100010;;5; autres, frais, réfrigérés ou congelés
020760100020;;6; Morceaux
020760100080;0207 60 10;7; désossés
020760210010;;7; non désossés
020760210080;0207 60 21;8; Demis ou quarts
020760310080;0207 60 31;8; Ailes entières, même sans la pointe
020760410080;0207 60 41;8; Dos, cous, dos avec cous, croupions, pointes d'ailes
020760510080;0207 60 51;8; Poitrines et morceaux de poitrines
020760610080;0207 60 61;8; Cuisses et morceaux de cuisses
020760810080;0207 60 81;8; autres
020760910010;;6; Abats
020760910080;0207 60 91;7; Foies
020760990080;0207 60 99;7; autres
020800000080;0208;3;Autres viandes et abats comestibles, frais, réfrigérés ou congelés
020810000080;0208 10;4; de lapins ou de lièvres
020810100080;0208 10 10;5; de lapins domestiques
020810900080;0208 10 90;5; autres
020830000080;0208 30 00;4; de primates
020840000080;0208 40;4;" de baleines, dauphins et marsouins (mammifères de l'ordre des Cetacea); de lamantins et dugongs (mammifères de l’ordre des Sirenia); d'otaries et phoques, lions de mer et morses (mammifères du sousordre des Pinnipedia)"
020840100080;0208 40 10;5; Viande de baleine
020840200080;0208 40 20;5; Viande de phoque
020840800080;0208 40 80;5; autres
020850000080;0208 50 00;4; de reptiles (y compris les serpents et les tortues de mer)
020860000080;0208 60 00;4; de chameaux et d'autres camélidés (Camelidae)
020890000080;0208 90;4; autres
020890100080;0208 90 10;5; de pigeons domestiques
020890300080;0208 90 30;5; de gibier, autres que de lapins ou de lièvres
020890600080;0208 90 60;5; de rennes
020890700080;0208 90 70;5; Cuisses de grenouilles
020890980080;0208 90 98;5; autres
020900000080;0209;3;Lard sans parties maigres, graisse de porc et graisse de volailles non fondues ni autrement extraites, frais, réfrigérés, congelés, salés ou en saumure, séchés ou fumés
020910000080;0209 10;4; de porc
020910110010;;5; Lard
020910110080;0209 10 11;6; frais, réfrigéré, congelé, salé ou en saumure
020910190080;0209 10 19;6; séché ou fumé
020910900080;0209 10 90;5; Graisse de porc
020990000080;0209 90 00;4; autres
021000000080;0210;3;"Viandes et abats comestibles, salés ou en saumure, séchés ou fumés; farines et poudres, comestibles, de viandes ou d'abats"
021011000010;;4; Viandes de l'espèce porcine
021011000080;0210 11;5; Jambons, épaules et leurs morceaux, non désossés
021011110010;;6; de l'espèce porcine domestique
021011110020;;7; salés ou en saumure
021011110080;0210 11 11;8; Jambons et morceaux de jambons
021011190080;0210 11 19;8; Épaules et morceaux d'épaules
021011310010;;7; séchés ou fumés
021011310080;0210 11 31;8; Jambons et morceaux de jambons
021011390080;0210 11 39;8; Épaules et morceaux d'épaules
021011900080;0210 11 90;6; autres
021012000080;0210 12;5; Poitrines (entrelardées) et leurs morceaux
021012110010;;6; de l'espèce porcine domestique
021012110080;0210 12 11;7; salées ou en saumure
021012190080;0210 12 19;7; séchées ou fumées
021012900080;0210 12 90;6; autres
021019000080;0210 19;5; autres
021019100010;;6; de l'espèce porcine domestique
021019100020;;7; salées ou en saumure
021019100080;0210 19 10;8; Demicarcasses de bacon ou troisquarts avant
021019200080;0210 19 20;8; Troisquarts arrière ou milieux
021019300080;0210 19 30;8; Parties avant et morceaux de parties avant
021019400080;0210 19 40;8; Longes et morceaux de longes
021019500080;0210 19 50;8; autres
021019600010;;7; séchées ou fumées
021019600080;0210 19 60;8; Parties avant et morceaux de parties avant
021019700080;0210 19 70;8; Longes et morceaux de longes
021019810010;;8; autres
021019810080;0210 19 81;9; désossées
021019890080;0210 19 89;9; autres
021019900080;0210 19 90;6; autres
021020000080;0210 20;4; Viandes de l'espèce bovine
021020100080;0210 20 10;5; non désossées
021020900080;0210 20 90;5; désossées
021091000010;;4; autres, y compris les farines et poudres, comestibles, de viandes ou d'abats
021091000080;0210 91 00;5; de primates
021092000080;0210 92;5;" de baleines, dauphins et marsouins (mammifères de l’ordre Cetacea); de lamantins et dugongs (mammifères de l’ordre Sirenia); d’otaries et phoques, lions de mer et morses (mammifères du sousordre Pinnipedia)"
021092100080;0210 92 10;6;" de baleines, dauphins et marsouins (mammifères de l'ordre des cétacés); de lamantins et dugongs (mammifères de l'ordre des siréniens)"
021092910010;;6; autres
021092910080;0210 92 91;7; Viandes
021092920080;0210 92 92;7; Abats
021092990080;0210 92 99;7; Farines et poudres, comestibles, de viandes ou d'abats
021093000080;0210 93 00;5; de reptiles (y compris les serpents et les tortues de mer)
021099000080;0210 99;5; autres
021099100010;;6; Viandes
021099100080;0210 99 10;7; de cheval, salées ou en saumure ou bien séchées
021099210010;;7; des espèces ovine et caprine
021099210080;0210 99 21;8; non désossées
021099290080;0210 99 29;8; désossées
021099310080;0210 99 31;7; de rennes
021099390080;0210 99 39;7; autres
021099410010;;6; Abats
021099410020;;7; de l'espèce porcine domestique
021099410080;0210 99 41;8; Foies
021099490080;0210 99 49;8; autres
021099510010;;7; de l'espèce bovine
021099510080;0210 99 51;8; Onglets et hampes
021099590080;0210 99 59;8; autres
021099710010;;7; autres
021099710020;;8; Foies de volailles
021099710080;0210 99 71;9; Foies gras d'oies ou de canards, salés ou en saumure
021099790080;0210 99 79;9; autres
021099850080;0210 99 85;8; autres
021099900080;0210 99 90;6; Farines et poudres, comestibles, de viandes ou d'abats
030021000090;03;2;CHAPITRE 3  POISSONS ET CRUSTACÉS, MOLLUSQUES ET AUTRES INVERTÉBRÉS AQUATIQUES
030100000080;0301;3;Poissons vivants
030111000010;;4; Poissons d'ornement
030111000080;0301 11 00;5; d'eau douce
030119000080;0301 19 00;5; autres
030191000010;;4; autres poissons vivants
030191000080;0301 91;5; Truites (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache et Oncorhynchus chrysogaster)
030191100080;0301 91 10;6; des espèces Oncorhynchus apache et Oncorhynchus chrysogaster
030191900080;0301 91 90;6; autres
030192000080;0301 92;5; Anguilles (Anguilla spp.)
030192100080;0301 92 10;6; d'une longueur de moins de 12 cm
030192300080;0301 92 30;6; d'une longueur de 12 cm ou plus mais de moins de 20 cm
030192900080;0301 92 90;6; d'une longueur de 20 cm ou plus
030193000080;0301 93 00;5; Carpes (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)
030194000080;0301 94;5; Thons rouges de l'Atlantique et du Pacifique (Thunnus thynnus, Thunnus orientalis)
030194100080;0301 94 10;6; Thons rouges de l'Atlantique (Thunnus thynnus)
030194900080;0301 94 90;6; Thons rouges du Pacifique (Thunnus orientalis)
030195000080;0301 95 00;5; Thons rouges du Sud (Thunnus maccoyii)
030199000080;0301 99;5; autres
030199110010;;6; d'eau douce
030199110080;0301 99 11;7; Saumons du Pacifique (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou et Oncorhynchus rhodurus), saumons de l'Atlantique (Salmo salar) et saumons du Danube (Hucho hucho)
030199170080;0301 99 17;7; autres
030199850080;0301 99 85;6; autres
030200000080;0302;3;Poissons frais ou réfrigérés, à l'exception des filets de poissons et autre chair de poissons du no 0304
030211000010;;4; Salmonidés, à l’exclusion des abats de poissons comestibles des nos 030291 à 030299
030211000080;0302 11;5; Truites (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache et Oncorhynchus chrysogaster)
030211100080;0302 11 10;6; des espèces Oncorhynchus apache et Oncorhynchus chrysogaster
